Rk,Pick,YR,HT,PLAYER,TEAM,CONF,G,ROLE,MIN_PCT,PRPG,D_PRPG,BPM,OBPM,DBPM,ORTG,DRTG,USG,EFG,TS,OR,DR,AST,TO,A_TO,BLK,STL,FTR,FC40,DUNKS_MADE_ATT,DUNKS_PCT,CLOSE_2_MADE_ATT,CLOSE_2_PCT,FAR_2_MADE_ATT,FAR_2_PCT,FT_MADE_ATT,FT_PCT,2P_MADE_ATT,2P_PCT,3PR,3P_PER_100,3P_MADE_ATT,3P_PCT
529,-,Sr,6-5,Houston Mallette,Alabama,SEC,35,Wing G,57.9,2.6,2.5,4.2,3.3,0.8,130.6,103.5,12.4,52.9,56.2,7.4,11.6,7.4,7.5,2.9,0.0,1.5,18.6,3.1,1-1,1.000,11-19,.579,0-3,.000,31-35,.886,11-22,.500,88.3,11.0,59-166,.355
530,-,Sr,6-3,Orlando Lovejoy,Detroit Mercy,Horz,30,Scoring PG,78.4,2.6,2.4,1.5,0.8,0.7,110.6,111.9,26.5,45.2,53.2,2.2,10.7,24.1,14.1,1.9,0.5,3.0,41.3,2.7,0-0,.000,79-132,.598,86-219,.393,139-156,.891,165-351,.470,7.1,1.6,4-27,.148
531,-,Sr,6-3,Javohn Garcia,McNeese St.,Slnd,28,Combo G,65.6,2.6,3.4,4.4,1.9,2.5,121.7,101.6,17.2,52.6,56.4,1.6,10.7,9.7,7.0,2.7,3.6,3.3,32.4,2.5,2-2,1.000,50-91,.549,29-62,.468,63-82,.768,79-153,.516,39.5,7.1,36-100,.360
532,-,Sr,6-3,Marcus Banks,Massachusetts,MAC,32,Combo G,81.7,2.6,2.5,1.7,2.2,-0.4,115.5,112.4,21.0,54.4,57.2,1.0,8.7,9.9,11.0,1.3,0.2,2.1,19.1,3.1,1-1,1.000,33-48,.688,38-98,.388,70-84,.833,71-146,.486,66.7,15.3,112-293,.382
533,-,So,6-5,Collin Chandler,Kentucky,SEC,36,Combo G,67.5,2.6,3.3,5.5,2.6,3.0,121.0,99.3,15.8,57.5,60.5,1.5,9.6,14.3,14.5,2.1,1.1,2.6,23.1,3.2,15-17,.882,32-53,.604,8-29,.276,50-60,.833,40-82,.488,68.5,10.4,73-178,.410
534,-,Sr,6-2,Shammah Scott,Akron,MAC,33,Combo G,67.9,2.6,2.1,1.5,2.9,-1.3,121.9,112.2,20.1,57.3,59.1,0.5,9.0,16.6,11.9,2.5,0.4,0.6,17.2,1.3,0-0,.000,36-67,.537,35-79,.443,44-57,.772,71-146,.486,55.9,11.7,79-185,.427
535,-,So,6-8,Royce Parham,Marquette,BE,31,Wing F,69.0,2.6,3.0,3.0,2.5,0.5,113.9,103.7,19.5,58.4,59.9,7.0,12.0,6.5,13.8,0.7,3.1,1.4,37.6,2.7,23-27,.852,91-135,.674,18-37,.486,67-103,.650,109-172,.634,37.2,6.5,34-102,.333
536,-,Jr,6-7,Jordan Pyke,Incarnate Word,Slnd,24,Wing F,55.6,2.6,1.7,1.0,2.3,-1.4,116.2,115.7,23.4,54.8,58.3,6.2,18.4,12.7,13.3,1.3,1.7,1.3,43.5,4.0,10-12,.833,61-98,.622,22-58,.379,65-91,.714,83-156,.532,25.4,5.2,21-53,.396
537,-,Sr,6-0,Brayden Maldonado,Seattle,WCC,30,Scoring PG,72.0,2.6,3.9,5.0,2.7,2.3,110.3,98.5,23.8,51.3,56.1,1.8,11.6,20.1,12.3,1.8,0.5,2.7,28.1,2.3,0-1,.000,38-84,.452,29-66,.439,88-100,.880,67-150,.447,57.9,12.5,77-206,.374
538,-,So,6-3,Justin Pippen,California,ACC,31,Scoring PG,71.8,2.6,3.9,5.5,2.4,3.0,104.0,97.8,27.2,44.2,51.5,2.6,11.7,29.4,17.3,1.9,2.2,3.4,44.3,3.1,6-7,.857,50-99,.505,26-88,.295,125-153,.817,76-187,.406,45.8,9.5,51-158,.323
539,-,Sr,6-3,Tayton Conerway,Indiana,B10,29,Scoring PG,47.7,2.6,2.6,6.3,3.3,3.0,114.7,99.7,25.1,61.1,63.9,4.3,11.5,31.6,22.6,1.7,0.9,3.0,42.2,3.9,7-9,.778,79-108,.731,4-10,.400,56-76,.737,83-118,.703,34.4,6.1,18-62,.290
540,-,Sr,6-1,Leland Walker,Wyoming,MWC,32,Scoring PG,71.4,2.6,2.6,1.6,2.1,-0.5,107.8,108.0,27.0,45.8,52.1,3.5,9.3,26.7,17.2,1.7,0.9,1.7,36.2,3.1,1-1,1.000,66-126,.524,41-104,.394,109-129,.845,112-239,.469,32.9,7.6,34-117,.291
541,-,So,6-3,Bryce Lindsay,Villanova,BE,33,Combo G,70.7,2.6,2.9,2.1,2.0,0.1,110.9,105.3,21.5,49.6,52.8,2.3,6.4,13.5,11.2,1.8,0.0,1.5,24.1,2.5,0-0,.000,40-71,.563,14-55,.255,64-83,.771,54-126,.429,63.5,13.9,78-219,.356
542,-,Sr,6-3,Dylan Andrews,Boise St.,MWC,30,Combo G,71.8,2.6,2.9,2.2,2.0,0.2,109.8,105.6,23.4,45.3,54.6,0.9,9.8,20.2,17.5,1.5,0.3,1.3,50.7,1.2,2-2,1.000,38-71,.535,25-72,.347,125-141,.887,63-143,.441,48.6,9.2,42-135,.311
543,-,Jr,6-8,Eric Dailey Jr.,UCLA,B10,35,Wing F,66.5,2.6,3.4,3.8,2.4,1.4,110.7,98.5,21.6,53.4,55.9,6.8,18.7,9.5,13.7,1.0,1.2,1.9,29.2,3.1,22-24,.917,68-102,.667,56-119,.471,65-93,.699,124-221,.561,30.7,6.2,31-98,.316
544,-,Fr,6-5,CJ Shaw,UC Santa Barbara,BW,30,Combo G,72.3,2.6,2.0,1.3,1.8,-0.5,118.9,114.2,19.0,58.8,64.5,2.7,5.1,15.0,19.2,1.3,0.4,2.0,52.3,2.5,3-3,1.000,66-113,.584,4-15,.267,94-113,.832,70-128,.547,40.7,5.9,38-88,.432
545,-,So,6-9,Grant Randall,Quinnipiac,MAAC,31,Wing F,79.1,2.6,2.8,1.3,1.0,0.3,124.9,109.2,15.6,53.6,57.2,7.4,16.2,4.6,6.3,1.3,2.4,1.7,36.3,2.7,25-28,.893,76-117,.650,7-31,.226,72-97,.742,83-148,.561,44.6,6.9,40-119,.336
546,-,Jr,6-2,Malik Mack,Georgetown,BE,34,Scoring PG,79.8,2.6,3.0,1.6,1.8,-0.2,104.9,107.3,24.2,45.0,50.2,1.5,9.1,26.1,15.3,2.1,0.5,1.6,30.0,2.0,0-1,.000,52-101,.515,46-115,.400,99-121,.818,98-216,.454,46.5,10.2,56-188,.298
547,-,Sr,6-4,Michael Eley,Hampton,CAA,22,Wing G,35.0,2.6,1.5,5.4,5.9,-0.5,121.0,111.6,28.2,53.5,59.0,4.1,15.9,10.7,7.6,1.1,1.1,2.0,30.0,4.6,7-8,.875,39-49,.796,33-73,.452,59-64,.922,72-122,.590,42.7,13.0,28-91,.308
548,-,Sr,6-9,AJ Casey,Evansville,MVC,30,Wing F,75.0,2.6,2.4,1.6,1.8,-0.1,108.1,111.6,24.9,54.8,58.4,7.6,16.4,16.7,16.6,1.0,2.4,2.3,39.2,3.5,21-22,.955,89-127,.701,46-114,.404,87-118,.737,135-241,.560,19.9,3.9,20-60,.333
549,-,Fr,7-0,Malachi Moreno,Kentucky,SEC,36,C,56.4,2.6,3.1,6.4,2.7,3.7,121.9,95.3,18.2,58.2,62.3,12.2,18.9,13.6,17.7,1.4,7.3,1.3,76.4,3.8,43-47,.915,78-127,.614,18-35,.514,88-126,.698,96-162,.593,1.8,0.2,0-3,.000
550,-,Jr,6-4,Khaden Bennett,Wyoming,MWC,32,Combo G,70.6,2.6,3.0,4.2,2.1,2.2,118.1,103.6,19.0,49.4,55.4,6.0,14.6,17.8,14.4,2.1,0.4,3.1,42.8,4.0,3-3,1.000,48-99,.485,4-14,.286,84-104,.808,54-120,.450,50.6,8.0,44-123,.358
551,-,So,6-4,Andre Mills,Maryland,B10,33,Wing G,66.3,2.6,2.4,2.7,2.8,-0.1,108.2,108.2,24.4,49.2,53.3,5.8,12.6,14.5,15.7,1.0,1.4,1.2,31.2,4.0,5-5,1.000,57-112,.509,23-59,.390,79-103,.767,80-171,.468,48.2,10.9,55-159,.346
552,-,Sr,6-9,Brenen Lorient,West Virginia,B12,34,PF/C,70.1,2.6,3.8,6.0,2.4,3.6,111.5,96.3,21.8,58.0,59.6,7.4,13.9,14.7,18.8,1.0,5.3,1.4,23.3,3.3,34-42,.810,107-164,.652,34-74,.459,50-71,.704,141-238,.592,22.0,4.2,24-67,.358
553,-,Jr,6-7,Abdi Bashir Jr.,Kansas St.,B12,18,Combo G,34.7,2.6,1.9,4.6,5.5,-1.0,118.6,111.6,21.3,59.7,60.2,1.0,9.1,16.9,11.5,2.1,0.0,1.1,8.4,2.0,0-0,.000,6-14,.429,7-25,.280,11-16,.688,13-39,.333,79.5,18.5,67-151,.444
554,-,Sr,6-8,Alex Steen,Florida St.,ACC,32,C,48.0,2.6,2.2,4.1,2.8,1.2,130.9,102.4,16.5,63.2,66.3,15.0,16.8,7.8,14.9,1.0,4.3,1.9,85.5,4.2,23-28,.821,68-100,.680,6-16,.375,70-100,.700,74-116,.638,0.9,0.1,0-1,.000
555,-,So,6-4,Jeremiah Johnson,Campbell,CAA,32,Wing G,82.6,2.5,2.1,-0.7,0.8,-1.5,112.0,115.9,21.5,50.3,58.3,2.1,10.7,11.9,17.5,0.9,0.5,1.2,50.6,3.0,4-4,1.000,88-161,.547,13-50,.260,146-168,.869,101-211,.479,36.4,6.5,44-121,.364
556,-,Sr,6-2,Nate Calmese,Wake Forest,ACC,26,Pure PG,45.3,2.5,2.4,4.7,4.0,0.7,114.2,106.1,23.0,55.5,57.1,1.7,7.5,35.6,18.9,2.4,0.6,3.0,14.2,2.0,3-3,1.000,22-39,.564,38-77,.494,24-31,.774,60-116,.517,47.0,9.3,41-103,.398
557,-,Jr,6-1,Brandon Rechsteiner,Colorado St.,MWC,33,Combo G,70.1,2.5,2.2,2.1,3.1,-1.0,113.6,111.3,21.7,58.5,60.3,2.4,7.2,19.1,17.9,1.5,0.3,1.7,15.4,2.1,0-0,.000,32-47,.681,21-49,.429,38-47,.809,56-99,.566,67.6,13.9,82-207,.396
558,-,So,6-11,Sebastian Rancik,Colorado,B12,29,Stretch 4,61.0,2.5,2.8,3.0,2.1,0.8,110.3,105.2,22.3,48.0,56.3,4.8,18.2,12.4,15.8,1.1,1.9,1.9,50.6,3.1,3-4,.750,39-70,.557,25-67,.373,111-129,.860,64-137,.467,46.3,8.3,39-118,.331
559,-,Fr,6-7,Nasir Meyer,Wyoming,MWC,30,Wing G,65.1,2.5,2.8,3.5,3.0,0.5,112.7,105.5,22.9,53.6,57.0,4.4,16.9,17.4,16.7,1.3,0.3,2.1,31.4,3.1,0-1,.000,64-105,.610,19-43,.442,69-91,.758,85-152,.559,47.6,9.8,47-138,.341
560,-,So,6-6,Jelani Hamilton,Georgia St.,SB,26,Combo G,68.2,2.5,2.7,2.6,2.0,0.6,106.7,109.6,28.9,43.6,53.2,2.6,13.2,18.1,12.3,1.2,1.2,3.3,51.0,3.4,2-4,.500,53-101,.525,25-100,.250,158-179,.883,78-201,.388,42.7,10.7,50-150,.333
561,-,Jr,6-0,Jaden Winston,Manhattan,MAAC,31,Scoring PG,88.2,2.5,1.7,-0.0,0.3,-0.3,111.1,120.4,23.0,51.2,57.5,2.1,7.5,22.9,16.9,1.7,0.1,4.2,45.2,3.1,0-0,.000,53-108,.491,59-121,.488,129-156,.827,112-229,.489,33.6,6.2,43-116,.371
562,-,So,6-9,Elijah Price,Nevada,MWC,37,PF/C,73.9,2.5,4.0,3.9,1.1,2.7,109.7,95.7,23.3,46.3,56.5,9.3,24.4,7.5,16.2,0.6,7.1,2.4,103.5,4.1,16-16,1.000,96-192,.500,18-59,.305,214-292,.733,114-251,.454,11.0,1.7,11-31,.355
563,-,Sr,6-5,Oziyah Sellers,St. John's,BE,37,Wing G,71.3,2.5,3.6,2.9,1.1,1.8,118.0,98.3,15.5,51.3,54.7,1.9,8.6,10.0,8.6,2.4,1.0,1.1,20.1,2.9,6-7,.857,43-75,.573,41-93,.441,55-64,.859,84-168,.500,47.3,8.1,53-151,.351
564,-,Jr,6-4,RJ Johnson,Kennesaw St.,CUSA,31,Scoring PG,70.3,2.5,2.3,2.2,2.7,-0.4,110.8,111.4,25.2,51.3,53.9,2.2,9.0,27.7,15.3,2.1,1.3,2.2,43.9,2.6,8-9,.889,84-157,.535,19-70,.271,98-155,.632,103-227,.454,35.7,7.7,52-126,.413
565,-,Sr,6-3,Brent Bland,Saint Peter's,MAAC,28,Wing G,83.5,2.5,3.0,2.9,2.0,0.9,118.0,108.1,19.0,50.0,54.7,4.3,13.6,9.6,10.2,1.5,1.3,3.4,35.6,3.2,3-3,1.000,27-60,.450,11-32,.344,83-106,.783,38-92,.413,69.1,13.3,74-206,.359
566,-,Sr,6-5,Nasir Mann,Queens,ASun,34,Wing G,75.3,2.5,1.9,0.8,2.1,-1.3,118.7,116.3,21.5,54.8,58.8,5.6,15.9,16.2,14.1,1.7,0.6,2.1,36.3,2.6,16-16,1.000,85-132,.644,48-97,.495,94-121,.777,133-229,.581,31.2,5.7,33-104,.317
567,-,Sr,6-6,Kowacie Reeves Jr.,Georgia Tech,ACC,29,Wing G,70.4,2.5,2.9,3.0,2.5,0.5,110.5,106.6,21.5,54.4,57.3,3.0,10.5,8.1,12.2,0.8,2.5,1.7,25.1,3.2,13-16,.813,52-80,.650,44-107,.411,67-86,.779,96-187,.513,45.3,9.9,60-155,.387
568,-,Fr,6-11,Chris Cenac Jr,Houston,B12,37,PF/C,61.8,2.5,4.2,6.1,3.1,3.0,116.1,85.2,19.5,53.6,54.6,10.1,26.1,5.5,11.4,0.8,2.6,1.9,19.7,3.7,35-36,.972,55-71,.775,58-134,.433,36-58,.621,113-205,.551,30.5,6.1,30-90,.333
569,-,Jr,7-1,Christian Reeves,Charleston,CAA,30,C,51.5,2.5,2.4,4.5,4.1,0.5,125.1,102.5,22.3,65.2,65.0,15.0,24.4,4.0,11.4,0.4,7.7,0.7,52.5,3.5,35-37,.946,104-140,.743,29-64,.453,65-107,.607,133-204,.652,0.0,0.0,0-0,.000
570,-,Sr,6-5,Kobe Knox,South Carolina,SEC,32,Wing G,74.1,2.5,3.0,2.7,1.0,1.6,116.0,105.3,18.4,54.1,59.2,4.5,9.7,13.7,14.1,1.6,0.7,2.1,53.0,3.0,20-21,.952,66-100,.660,26-60,.433,94-124,.758,92-160,.575,31.6,4.6,23-74,.311
571,-,Sr,6-7,Michael Imariagbe,Wright St.,Horz,32,PF/C,59.3,2.5,2.3,2.4,2.2,0.2,118.6,107.1,25.0,58.9,62.0,13.3,21.6,14.3,17.7,1.0,3.3,1.3,64.4,5.1,10-11,.909,120-191,.628,10-30,.333,104-152,.684,130-221,.588,6.4,1.1,6-15,.400
572,-,So,6-10,Jovan Milicevic,Xavier,BE,33,Stretch 4,64.9,2.5,2.3,1.7,2.3,-0.7,110.6,108.8,21.8,54.9,57.2,5.5,11.6,10.2,12.6,1.1,2.4,1.4,25.5,5.0,2-3,.667,56-94,.596,18-68,.265,59-81,.728,74-162,.457,49.1,10.2,67-156,.429
573,-,So,6-4,Nyle Ralph-Beyer,Sacred Heart,MAAC,30,Wing G,72.0,2.5,1.2,-0.0,2.9,-2.9,119.4,123.3,18.9,59.6,61.6,4.0,10.3,4.9,10.1,0.7,0.6,0.9,16.4,1.8,9-11,.818,22-37,.595,36-84,.429,44-53,.830,58-121,.479,62.7,12.9,90-203,.443
574,-,Jr,6-7,Bobby Durkin,Minnesota,B10,33,Wing G,81.0,2.5,3.4,3.4,2.4,1.0,119.5,104.2,14.6,58.8,61.0,2.3,10.1,11.5,10.5,2.3,0.6,1.6,15.6,1.7,0-0,.000,24-34,.706,7-19,.368,35-40,.875,31-53,.585,79.4,12.0,80-204,.392
575,-,Sr,6-5,Rylan Griffen,Texas A&M,SEC,32,Scoring PG,59.8,2.5,3.1,6.7,3.5,3.1,117.7,99.7,19.2,57.7,60.9,3.0,8.4,16.8,16.6,1.7,1.9,3.3,33.1,3.5,4-5,.800,37-64,.578,15-34,.441,65-84,.774,52-98,.531,61.4,10.4,63-156,.404
576,-,Sr,6-3,Ty Harper,Oral Roberts,Sum,29,Combo G,70.3,2.5,1.7,-0.3,2.1,-2.4,104.8,117.3,32.6,48.1,54.9,3.3,8.0,20.3,16.9,0.9,0.4,1.9,41.3,3.3,12-13,.923,81-150,.540,34-87,.391,142-167,.850,115-237,.485,41.3,11.3,53-167,.317
577,-,Sr,6-4,Justice Williams,Western Michigan,MAC,18,Wing G,46.5,2.5,1.6,-0.2,2.3,-2.5,111.7,119.0,23.9,50.2,55.4,3.3,10.1,13.6,12.5,1.2,0.0,1.2,31.5,2.2,0-0,.000,30-54,.556,29-71,.408,57-67,.851,59-125,.472,41.3,9.4,32-88,.364
578,-,Jr,6-3,Kahlil Singleton,Canisius,MAAC,29,Wing G,84.3,2.5,1.6,-1.0,1.4,-2.4,120.4,121.5,17.2,53.9,57.9,1.9,8.8,6.5,5.7,1.6,0.3,0.4,23.5,2.0,0-1,.000,26-51,.510,17-44,.386,65-73,.890,43-95,.453,69.5,13.2,83-216,.384
579,-,So,6-9,Drew Scharnowski,Belmont,MVC,30,C,52.2,2.5,2.5,6.4,3.5,2.9,116.7,101.2,25.7,68.3,62.5,12.7,19.5,22.1,17.9,1.5,7.9,2.0,73.3,4.5,44-53,.830,121-161,.752,8-25,.320,61-140,.436,129-186,.694,2.6,0.4,1-5,.200
580,-,Sr,6-2,Tyler Cochran,Rhode Island,A10,32,Wing G,76.6,2.5,4.2,6.3,2.5,3.8,106.9,95.1,26.4,50.3,54.6,5.3,19.2,13.8,15.4,0.9,0.8,5.2,42.4,3.5,0-0,.000,83-151,.550,23-60,.383,115-159,.723,106-211,.502,43.7,10.0,55-164,.335
581,-,Sr,6-5,Jaidon Lipscomb,Cleveland St.,Horz,30,Scoring PG,69.1,2.5,1.1,1.6,3.8,-2.2,118.5,122.7,21.4,61.4,64.6,1.7,11.1,20.7,18.0,1.5,1.2,2.4,26.1,3.3,1-1,1.000,24-41,.585,9-19,.474,62-72,.861,33-60,.550,78.3,14.6,91-216,.421
582,-,Jr,6-6,LeJuan Watts,Texas Tech,B12,33,Wing F,66.1,2.5,3.4,2.1,0.8,1.3,104.8,98.3,25.6,47.5,53.4,8.0,16.7,15.7,20.9,1.0,0.9,1.4,44.7,3.5,2-4,.500,56-110,.509,49-112,.438,103-134,.769,105-222,.473,26.0,5.1,25-78,.321
583,-,Sr,6-3,Dion Brown,Saint Louis,A10,34,Wing G,59.8,2.5,3.0,3.8,2.0,1.8,119.1,97.9,20.2,65.2,66.5,7.1,16.9,12.0,19.9,1.0,1.4,1.8,21.9,4.7,4-4,1.000,122-166,.735,13-35,.371,43-57,.754,135-201,.672,22.7,4.0,23-59,.390
584,-,Jr,6-4,Braeden Shrewsberry,Notre Dame,ACC,31,Combo G,80.4,2.5,2.8,1.8,2.2,-0.3,113.6,109.5,17.3,53.2,55.5,0.2,10.7,11.4,11.9,1.7,0.5,0.8,17.5,1.6,0-0,.000,10-26,.385,22-63,.349,42-54,.778,32-89,.360,71.1,12.9,88-219,.402
585,-,Jr,6-7,Frankquon Sherman,Kennesaw St.,CUSA,32,Stretch 4,64.5,2.5,2.7,1.9,2.1,-0.2,120.2,104.4,19.9,52.1,57.6,13.7,22.2,7.5,13.4,0.8,3.2,2.1,57.2,4.7,17-17,1.000,82-135,.607,5-17,.294,100-135,.741,87-152,.572,35.6,5.6,24-84,.286
586,-,Jr,6-3,Ace Valentine,UMBC,AE,30,Combo G,78.9,2.5,2.6,1.1,0.8,0.2,121.8,111.4,18.6,58.5,61.5,0.4,13.3,21.8,13.4,2.9,0.1,1.6,33.6,1.5,1-1,1.000,71-107,.664,17-38,.447,65-85,.765,88-145,.607,42.7,6.6,40-108,.370
587,-,Jr,6-4,KJ Lewis,Georgetown,BE,28,Combo G,61.1,2.5,3.6,5.2,2.1,3.1,102.6,99.2,27.6,45.6,51.5,4.6,15.0,18.0,16.0,1.1,2.2,4.2,44.7,3.5,15-17,.882,64-129,.496,40-99,.404,112-149,.752,104-228,.456,31.5,7.5,32-105,.305
588,-,Sr,6-5,Ethan Roberts,Penn,Ivy,22,Combo G,58.4,2.5,2.7,0.5,0.9,-0.4,106.7,109.3,27.3,45.2,52.4,2.9,11.4,15.9,12.5,1.3,0.5,1.7,47.3,3.2,0-0,.000,46-107,.430,27-80,.338,107-133,.805,73-187,.390,33.5,8.0,36-94,.383
589,-,Sr,6-6,Jamal West Jr.,UTEP,CUSA,28,Wing F,79.2,2.5,2.9,1.2,0.7,0.5,109.0,107.5,24.3,54.1,57.7,8.1,16.7,10.6,15.4,0.7,5.3,1.7,64.3,3.7,26-28,.929,87-135,.644,45-104,.433,113-171,.661,132-239,.552,10.2,1.8,8-27,.296
590,-,Jr,6-3,Josh Pascarelli,Colorado St.,MWC,26,Wing G,52.4,2.5,2.2,2.2,2.8,-0.6,121.8,111.0,17.1,60.0,61.6,3.6,9.8,10.5,11.6,1.7,0.2,1.5,11.3,2.5,3-3,1.000,29-39,.744,5-22,.227,20-23,.870,34-63,.540,69.1,12.7,59-141,.418
591,-,Fr,6-4,Cayden Boozer,Duke,ACC,38,Scoring PG,57.0,2.5,3.3,5.2,1.8,3.4,119.6,92.8,18.0,54.8,59.2,2.4,8.6,22.2,19.6,2.2,0.4,2.1,35.7,2.6,1-1,1.000,58-89,.652,27-55,.491,61-75,.813,85-144,.590,31.4,4.6,20-66,.303
592,-,So,6-2,Styles Phipps,Pepperdine,WCC,30,Scoring PG,85.2,2.5,2.7,0.6,0.8,-0.2,104.6,111.6,24.9,45.0,51.9,6.5,13.6,31.8,19.4,1.8,0.5,2.5,47.5,3.1,1-1,1.000,65-119,.546,50-132,.379,120-153,.784,115-251,.458,22.0,4.0,20-71,.282
593,-,So,6-5,Tyler Johnson,Virginia Tech,ACC,17,Wing G,33.9,2.5,2.8,4.2,1.6,2.7,129.5,103.0,13.7,62.5,63.7,5.3,14.9,10.8,11.6,2.2,2.5,2.5,33.7,4.4,10-11,.909,30-44,.682,2-7,.286,21-31,.677,32-51,.627,44.6,5.4,17-41,.415
594,-,Jr,6-9,Cam Manyawu,Iowa,B10,37,C,47.8,2.4,2.6,5.9,2.8,3.0,125.0,94.7,18.5,63.1,62.7,12.9,19.9,10.9,13.6,1.4,3.8,2.7,45.6,4.8,24-24,1.000,96-134,.716,5-26,.192,42-73,.575,101-160,.631,0.0,0.0,0-0,.000
595,-,Fr,6-1,Joel Foxwell,Portland,WCC,32,Pure PG,88.9,2.4,3.0,1.1,1.9,-0.8,102.2,110.2,26.9,47.2,50.9,2.0,11.8,36.8,18.6,2.1,0.3,2.2,24.0,1.7,1-1,1.000,57-114,.500,53-124,.427,85-107,.794,110-238,.462,46.6,10.4,67-208,.322
596,-,Sr,6-7,Connor Hollenbeck,Idaho St.,BSky,30,Wing F,74.9,2.4,1.8,-0.3,1.5,-1.8,113.4,117.0,22.5,52.2,57.8,7.3,12.5,10.9,16.7,0.9,1.1,1.9,49.3,3.1,3-5,.600,57-92,.620,22-59,.373,104-134,.776,79-151,.523,44.5,8.1,42-121,.347
597,-,So,6-8,Will Hornseth,Northern Iowa,MVC,34,Wing F,65.0,2.4,3.3,4.6,2.5,2.2,112.6,98.9,23.4,61.1,60.3,6.3,15.1,18.5,15.0,1.5,3.1,1.2,32.5,2.1,15-17,.882,128-191,.670,37-80,.463,48-91,.527,165-271,.609,3.2,0.6,4-9,.444
